id,split,prediction,evidence_score,support_weight,contradict_weight,neutral_weight,support_n,contradict_n,neutral_n,status,hard_violations,soft_violations,logic_conf,rationale
2,test,1,3.1489722473515944,3.1489722473515944,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
3,test,1,3.404742989344908,3.404742989344908,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
7,test,1,5.033880284615658,5.033880284615658,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
15,test,1,1.6389226226073148,1.6389226226073148,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
16,test,1,3.3309949592163837,3.3309949592163837,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
21,test,1,1.5608601735386656,1.5608601735386656,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
22,test,1,3.927228235188088,3.927228235188088,0.0,0.5,5,0,1,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
24,test,1,3.4612473959005063,3.4612473959005063,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
27,test,1,3.0753579234041832,3.0753579234041832,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
28,test,1,2.304142970004855,2.304142970004855,0.0,0.4513838349637125,3,0,1,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
30,test,1,3.0374739382934948,3.0374739382934948,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
33,test,0,1.5129830650939935,1.5129830650939935,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
37,test,1,3.0771873597855555,3.0771873597855555,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
38,test,1,2.9767368641822705,2.9767368641822705,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
42,test,1,1.636719744538203,1.636719744538203,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
44,test,1,3.271091869144762,3.271091869144762,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
47,test,1,1.701414030410028,1.701414030410028,0.0,0.0,2,0,0,SAT,0,0,0.94,Evidence supports the backstory claims; no hard contradictions detected.
49,test,1,3.0397872986242778,3.0397872986242778,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
51,test,1,1.702007711527456,1.702007711527456,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
52,test,1,3.3166717177565754,3.3166717177565754,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
53,test,1,4.9658685286950615,4.9658685286950615,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
56,test,1,3.394543482200343,3.394543482200343,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
60,test,1,3.4189831788783893,3.4189831788783893,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
61,test,1,1.6753615920942366,1.6753615920942366,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
64,test,1,1.6669006518227714,1.6669006518227714,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
70,test,1,4.734480074840213,4.734480074840213,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
72,test,1,2.9270850616120256,2.9270850616120256,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
75,test,1,4.5183338686315775,4.5183338686315775,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
77,test,1,4.814093730548276,4.814093730548276,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
78,test,1,7.616761923680686,7.616761923680686,0.0,0.0,10,0,0,SAT,0,0,0.7814,Evidence supports the backstory claims; no hard contradictions detected.
80,test,1,4.594599505575194,4.594599505575194,0.0,0.0,6,0,0,SAT,0,0,0.8025,Evidence supports the backstory claims; no hard contradictions detected.
81,test,1,4.57303184854184,4.57303184854184,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
82,test,1,7.293833224573993,7.293833224573993,0.0,0.0,10,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
85,test,0,1.425221045906389,1.425221045906389,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
86,test,1,3.1250116577447185,3.1250116577447185,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
87,test,1,3.307861951166618,3.307861951166618,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
91,test,1,5.106597314802639,5.106597314802639,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
93,test,1,3.306843055538424,3.306843055538424,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
94,test,1,3.248534043983346,3.248534043983346,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
95,test,1,5.037297063317094,5.037297063317094,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
97,test,1,1.5637612517542652,1.5637612517542652,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
101,test,1,1.7013444822925803,1.7013444822925803,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
103,test,1,1.5657490369081384,1.5657490369081384,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
110,test,1,1.7349750944566549,1.7349750944566549,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
111,test,0,1.4068736353087052,1.4068736353087052,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
114,test,1,1.619154909303238,1.619154909303238,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
115,test,1,3.111788156065622,3.111788156065622,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
119,test,1,1.6224845545231013,1.6224845545231013,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
121,test,1,3.3277037690044,3.3277037690044,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
124,test,1,1.5994131631135535,1.5994131631135535,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
127,test,1,3.1376061900899552,3.1376061900899552,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
129,test,1,3.120309713127789,3.120309713127789,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
131,test,1,1.6856907355098572,1.6856907355098572,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
132,test,1,1.7465759972053552,1.7465759972053552,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
133,test,1,3.2072175453375413,3.2072175453375413,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
135,test,1,4.6795344433581585,4.6795344433581585,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
136,test,1,3.334082273316541,3.334082273316541,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
140,test,1,1.7115895281056286,1.7115895281056286,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
1,train,1,6.708730330841043,6.708730330841043,0.0,0.0,8,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
4,train,1,1.6750179946350778,1.6750179946350778,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
5,train,1,1.5855718408465405,1.5855718408465405,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
6,train,1,3.265448728682124,3.265448728682124,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
8,train,1,1.5653017142769707,1.5653017142769707,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
9,train,1,3.1857166099177796,3.1857166099177796,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
10,train,1,3.387888138370489,3.387888138370489,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
11,train,1,3.2794947115739688,3.2794947115739688,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
12,train,1,3.343714413132162,3.343714413132162,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
13,train,1,3.363516071862691,3.363516071862691,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
14,train,0,1.5448858053003918,1.5448858053003918,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
17,train,1,3.2198960965472336,3.2198960965472336,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
18,train,1,3.26553126180378,3.26553126180378,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
19,train,1,1.5509261517072823,1.5509261517072823,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
20,train,1,3.332384399057331,3.332384399057331,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
23,train,1,5.13549361000072,5.13549361000072,0.0,0.0,6,0,0,SAT,0,0,0.94,Evidence supports the backstory claims; no hard contradictions detected.
25,train,1,1.6677885414492635,1.6677885414492635,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
26,train,1,4.582730323434326,4.582730323434326,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
29,train,1,1.6183281569289445,1.6183281569289445,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
31,train,0,1.5047989406023363,1.5047989406023363,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
32,train,1,2.146098834338396,2.146098834338396,0.0,0.4540752168670466,3,0,1,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
34,train,1,3.067409110437503,3.067409110437503,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
35,train,1,3.8083681575412713,3.8083681575412713,0.0,0.4520311885153142,5,0,1,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
36,train,0,1.4900666715241953,1.4900666715241953,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
39,train,1,2.867134766633002,2.867134766633002,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
40,train,0,0.6722900303202416,0.6722900303202416,0.0,0.4542933443517099,1,0,1,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
41,train,1,2.166109304235662,2.166109304235662,0.0,0.4526741679601164,3,0,1,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
43,train,1,1.5722151786142209,1.5722151786142209,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
45,train,1,2.971495829683141,2.971495829683141,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
46,train,1,1.7566627569658366,1.7566627569658366,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
48,train,1,1.6594311931802526,1.6594311931802526,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
50,train,1,5.029617580896596,5.029617580896596,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
54,train,1,1.6618730980313907,1.6618730980313907,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
55,train,1,3.366304055254174,3.366304055254174,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
57,train,1,3.6946131954471193,3.6946131954471193,0.0,0.0,4,0,0,SAT,0,0,0.94,Evidence supports the backstory claims; no hard contradictions detected.
63,train,1,1.6961212173434435,1.6961212173434435,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
65,train,1,3.13553861681147,3.13553861681147,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
66,train,1,3.5569351892210177,3.5569351892210177,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
67,train,1,4.485918855014559,4.485918855014559,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
68,train,1,4.430081414037598,4.430081414037598,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
69,train,1,4.626735494786968,4.626735494786968,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
71,train,1,4.458899144137854,4.458899144137854,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
73,train,1,2.7472498483068972,2.7472498483068972,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
74,train,0,1.47018006388687,1.47018006388687,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
76,train,1,4.613972098707635,4.613972098707635,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
79,train,1,3.0448845664183937,3.0448845664183937,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
83,train,1,2.948935458379787,2.948935458379787,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
84,train,1,3.1651618831828747,3.1651618831828747,0.0,0.0,4,0,0,SAT,0,0,0.8025,Evidence supports the backstory claims; no hard contradictions detected.
88,train,1,3.2048517933412084,3.2048517933412084,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
89,train,1,3.235469195743104,3.235469195743104,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
90,train,1,3.130718337372355,3.130718337372355,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
92,train,1,5.149762184060674,5.149762184060674,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
96,train,1,3.263142598029337,3.263142598029337,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
98,train,1,3.2927670762931998,3.2927670762931998,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
100,train,1,1.7594893434999328,1.7594893434999328,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
104,train,1,1.71915738997876,1.71915738997876,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
105,train,1,3.2305322328033097,3.2305322328033097,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
106,train,1,3.525078605344657,3.525078605344657,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
107,train,1,3.351463703912974,3.351463703912974,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
108,train,1,3.393066639919075,3.393066639919075,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
109,train,1,3.3604270948526596,3.3604270948526596,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
112,train,1,3.3590814450105477,3.3590814450105477,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
113,train,1,3.511768646394589,3.511768646394589,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
116,train,1,3.1132924878604045,3.1132924878604045,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
117,train,1,3.2487001809462774,3.2487001809462774,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
118,train,1,3.223724845143188,3.223724845143188,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
120,train,1,5.177885287348211,5.177885287348211,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
122,train,0,1.5300465624552628,1.5300465624552628,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
123,train,1,3.4092213281268644,3.4092213281268644,0.0,0.0,4,0,0,SAT,0,0,0.94,Evidence supports the backstory claims; no hard contradictions detected.
125,train,1,4.845399376553969,4.845399376553969,0.0,0.0,6,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
126,train,1,3.2305481244770333,3.2305481244770333,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
128,train,1,3.0889446647920447,3.0889446647920447,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
130,train,1,1.6720105159590792,1.6720105159590792,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
134,train,1,3.154232706702108,3.154232706702108,0.0,0.0,4,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
138,train,1,1.6822489048912832,1.6822489048912832,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
139,train,1,1.685268101951126,1.685268101951126,0.0,0.0,2,0,0,SAT,0,0,0.0,Evidence supports the backstory claims; no hard contradictions detected.
